id,target,CCJ_government,CCJ_private,bank_bal2,land_worth,bank_balance,wages,house_value,savings,amount_owed,wages_debt_percent,stocks_profile,difference_wages_last_year,properties,mortgage
3254,0,0,0,-1,0,46,58,175,0,0,100,8.5,-0.1,0,0
3255,0,0,0,-32,0,48,192,122,60,0,18.8,-14.1,0.8,0,0
3256,0,0,0,473,0,4911,5704,2275,3630,534,100,-9.7,-0.1,0,0
3257,0,0,0,2456,0,1604,13809,12491,1230,0,17.4,10.3,0.6,0,0
3258,1,0,1,-70,0,79,88,51,0,17,100,344.1,0.1,0,0
3259,0,0,0,28,0,3,57,-44,0,0,100,-119.9,0.6,0,0
3260,0,2,0,-123,0,1,1230,154,0,178,-17.6,-64.8,0.2,0,0
3261,0,0,0,-199,0,661,1017,607,0,167,83.3,-33.2,-0.1,0,0
3262,0,0,0,-14,177,12,24,40,0,0,100,407.6,-0.3,0,0
3263,0,0,0,-66,0,11,51,377,0,20,40.4,-16.6,0,0,0
3264,1,0,0,-557,0,0,101,-611,0,185,79.1,-199.5,6.4,0,0
3265,0,0,0,579,4881,841,860,1532,286,27,100,17,0,1,1
3266,0,0,0,-129,0,762,825,124,171,6,100,71.3,-0.3,0,0
3267,0,0,0,422,0,1547,2422,703,622,410,45.5,-41.7,-0.5,0,0
3268,0,0,0,94,0,0,114,-736,0,0,100,-0.4,-0.3,0,0
3269,0,3,0,-71,1311,22,22,576,0,167,100,-24.9,0,1,1
3270,0,0,0,89,0,848,3251,3134,56,0,100,-11.7,-0.1,0,0
3271,0,0,0,1087,27,2512,3021,2504,906,53,94.8,5.4,0.1,0,0
3272,0,0,0,20,0,1,450,107,0,195,100,4.8,0.9,0,0
3273,0,0,0,-28,2683,409,576,281,0,28,100,-47.6,-0.4,1,1
3274,1,2,0,0,0,0,0,0,0,0,0,10.6,-9.7,0,0
3275,0,,,-60,0,5,39,-130,0,7,86.1,205.4,-2.3,0,0
3276,0,0,0,-55,0,89,236,191,0,7,-2.7,-77.7,-0.2,0,0
3277,0,0,0,55,0,71,934,157,0,370,37.4,47.7,0.2,0,0
3278,0,0,0,111,1897,0,2301,1654,215,1012,52.3,-16.6,-0.4,1,1
3279,0,0,0,18,0,229,4076,3715,62,7,100,-6.5,0,1,0
3280,0,0,0,1678,7792,0,8572,3200,0,0,100,-12.9,0,1,1
3281,0,0,0,544,0,1101,1349,852,702,38,100,2,-0.2,0,0
3282,0,1,0,-196,0,0,103,-317,0,201,64.2,21.1,7.2,0,0
3283,0,,,22,9207,139,3109,482,0,1166,56.4,78,0,1,1
3284,0,0,0,-55,0,927,1501,678,445,194,43.4,-72.8,0.1,0,0
3285,0,0,0,-8,0,0,25,107,0,0,100,16.6,0.2,0,0
3286,0,0,0,84,947,13,355,1315,331,74,61.4,-4.4,0,1,1
3287,0,0,0,238,0,210,526,422,25,4,100,81.2,-1,0,0
3288,1,1,0,10695,0,0,5625,13191,0,1512,36.6,52.5,-1.4,0,0
3289,0,0,0,1,0,0,455,65,0,0,62.7,21.8,0.7,0,0
3290,0,0,0,-291,0,91,1939,546,130,909,19.5,-148.3,0.4,0,0
3291,0,0,0,126,0,178,186,170,44,6,100,15.5,-1.9,0,0
3292,0,0,0,62275,6752,62238,62535,62397,0,372,100,23.8,-0.4,2,1
3293,0,0,0,4305,0,256,4167,6087,437,0,100,-8.6,0.1,0,0
3294,0,0,0,-216,0,332,1734,1168,270,1,100,-10.5,0,0,0
3295,0,0,0,542,0,0,974,736,0,0,98.5,-142,-1.1,0,0
3296,0,,,226,0,443,3841,824,0,421,23.8,-6.4,0.5,0,0
3297,0,0,0,-55,0,345,631,539,0,12,35.2,-12.2,-0.1,0,0
3298,0,0,0,-60,0,80,111,100,0,13,98.9,193,0.6,0,0
3299,0,0,0,40,0,0,29,-9,0,12,33,-442.4,5,0,0
3300,0,0,0,-45,0,1999,2208,1741,298,25,59.1,-5.3,-0.2,0,0
3301,0,0,0,-52,4413,77,82,103,0,10,100,-23.8,0,1,1
3302,1,6,2,-249,0,32,1612,104,0,381,100,-266.8,0.2,0,0
3303,0,0,0,1077,29499,1873,2955,1717,79,594,100,-18.5,0.1,1,1
3304,0,0,0,92,0,577,1046,840,65,5,100,-0.4,-0.1,0,0
3305,0,0,0,292,1185,3284,4261,4820,160,7,100,-1.6,0,1,1
3306,0,0,0,640,0,1955,3501,1327,816,86,61.1,-10.7,-0.7,0,0
3307,0,0,0,791,3274,5535,5617,7642,462,26,100,6,0,1,1
3308,0,0,0,15,0,109,170,110,0,1,69.3,-42.4,0,0,0
3309,0,0,0,-17,0,170,218,146,0,0,100,-2.2,-0.1,0,0
3310,0,0,0,-34,0,131,808,765,43,0,100,-3.8,0,0,0
3311,0,0,0,-1,388,8,231,103,0,47,38.6,75.2,0,1,1
3312,0,0,0,18,0,90,247,133,0,60,63.3,-14.3,0,0,0
3313,0,0,0,635,29085,1511,2051,3072,532,29,100,-7,0,1,1
3314,0,0,0,-38,0,159,172,162,0,4,74.6,-13.5,-0.7,0,0
3315,0,0,0,-1169,2269,7260,23671,3760,0,54,100,-108.6,-0.2,2,1
3316,0,0,0,2012,0,177,539,13220,0,101,100,3.5,0,0,0
3317,0,0,0,378,14552,0,1,441,0,0,85.6,81.6,0,1,1
3318,0,0,0,-17,0,89,158,78,0,5,84.3,-77.6,1.5,0,0
3319,0,0,0,-15,0,10,33,102,0,1,3.4,13,6.6,0,0
3320,0,0,0,40,0,51,333,143,0,31,83.3,17.3,-0.4,0,0
3321,1,2,1,-142,0,3,72,-954,0,134,0,21.7,-0.8,0,0
3322,1,0,2,-2,0,127,136,99,0,0,0,25.7,-0.1,0,0
3323,0,0,0,-68,0,3,927,628,0,118,78.4,36.9,0.3,0,0
3324,0,0,0,0,0,239,446,171,100,3,98.1,-1.2,-3.6,0,0
3325,0,0,0,134,0,340,1202,816,181,10,100,12.7,-1.4,0,0
3326,0,0,0,95,48,8,1675,528,746,403,100,-12.2,0.5,0,0
3327,0,0,0,1648,0,3135,5837,5882,7684,581,74.4,13.3,0,0,0
3328,0,0,0,145,0,732,1130,555,144,240,81.6,-52,-0.1,0,0
3329,0,0,0,-69,0,142,173,100,0,3,26.9,-8.6,-0.3,0,0
3330,0,,,-352,0,0,975,89,0,20,46.9,-279,0.1,0,0
3331,0,0,0,557,11221,885,1338,1673,450,132,100,-28.3,0,7,1
3332,0,0,0,618,54,1009,1783,2264,947,242,60.6,1.9,-0.1,0,0
3333,0,0,0,-43,408,146,346,308,0,48,86.8,-15.4,0.1,0,0
3334,0,0,0,-258,5789,97,216,121,0,16,100,29.8,0,1,1
3335,0,0,0,1330,0,793,11119,2086,1255,246,37.5,24.8,-0.8,0,0
3336,0,0,0,604,11109,371,853,2823,938,0,100,-9.9,0.1,4,1
3337,0,,,-112,0,102,166,87,0,0,37,-154.8,-0.5,0,0
3338,0,0,0,356,0,370,1068,1744,35,43,100,5,0.2,0,0
3339,0,0,0,-67,0,14,14,1210,88,1,100,-3.9,0,0,0
3340,0,0,0,111,0,395,6909,2581,0,3857,59.8,5.3,-0.1,0,0
3341,0,0,0,-89,0,4,38,-45,0,10,65.2,197.8,6.4,0,0
3342,0,0,0,2840,0,1310,5441,5402,0,1,98.4,103.9,0.4,0,0
3343,1,2,2,55,0,0,73,-129,0,108,100,6.1,-8.1,0,0
3344,0,0,0,1910,10786,2086,6804,11936,5748,4,100,-0.9,0,1,1
3345,0,0,0,403,0,1,758,622,0,0,100,85.3,0.2,0,0
3346,0,0,0,-70,0,882,973,11416,0,52,100,-0.8,0,0,0
3347,0,0,0,149,0,98,2705,1213,47,179,14.4,2.7,1.2,0,0
3348,0,1,0,-100,0,13,165,-1176,0,108,96.1,3.1,1.6,0,0
3349,0,0,0,906,2476,5689,6944,1805,285,108,56.3,22.8,0.2,3,1
3350,0,0,0,251,0,947,951,1269,0,0,100,-13.2,0,0,0
3351,0,0,0,-6,0,21,11552,722,513,12,11,-15.9,-0.2,0,0
3352,0,0,0,-309,0,17,3606,78,0,744,42.4,-190.8,-1.3,0,0
3353,0,0,0,522,4330,137,6522,5956,5,1254,43.1,-2.5,0,1,1
3354,0,0,0,-16,720,339,353,62,0,0,100,43.4,0,3,1
3355,0,0,0,73,0,46,4250,240,0,0,100,-4303.4,-1.1,0,0
3356,0,7,0,111,0,30,2308,804,164,93,62.8,-12.5,0,0,0
3357,0,0,0,11,0,126,502,212,0,72,40,-48.8,0.2,0,0
3358,0,0,0,0,0,125,134,116,0,0,100,-26.6,-0.2,0,0
3359,0,0,0,-129,0,304,363,310,0,0,100,-55.1,-0.4,0,0
3360,0,0,0,332,0,0,116,1151,590,399,100,32.4,-0.1,0,0
3361,0,0,0,-9,0,162,224,124,0,33,97.4,-20.8,0.3,0,0
3362,0,0,0,316,0,1122,1723,846,208,69,72.9,-23.3,-0.7,0,0
3363,0,0,0,348,0,107,250,35,0,146,100,920.2,5.7,0,0
3364,0,0,0,-38,0,438,1358,1351,0,0,37.9,1.2,0,0,0
3365,0,,,-263,0,243,530,120,100,199,100,-193,-0.4,0,0
3366,0,0,0,-82,0,38,2044,472,19,1240,38.7,-30.1,-0.6,0,0
3367,0,0,0,-383,0,175,1473,1318,0,4,60.7,-17,0.1,0,0
3368,0,0,0,993,683,674,2362,1761,233,582,47.8,40.6,-0.9,2,1
3369,0,0,0,-7,0,204,770,678,0,44,100,-1,0.4,0,0
3370,0,0,0,136,0,282,1745,4021,133,89,100,-0.7,0,0,0
3371,0,0,0,470,0,0,663,619,0,0,9.3,15.8,-5.4,0,0
3372,0,0,0,3338,3432,9224,12125,19557,1575,330,100,-18.1,0,1,1
3373,0,0,0,3,0,51,164,68,0,0,90.9,15.2,-0.3,0,0
3374,0,0,0,89,0,303,534,257,140,22,99.1,19.2,0.2,0,0
3375,0,0,0,-18,0,292,549,224,0,0,97.4,3.3,-0.2,0,0
3376,0,0,0,-27,0,215,520,128,0,128,56,-36.5,-0.9,0,0
3377,0,0,0,-201,0,159,931,737,0,2,100,-39.3,-0.3,0,0
3378,0,0,0,144,0,17,2117,518,0,122,33.1,-1.1,-0.6,0,0
3379,0,0,0,-764,0,192,263,272,0,6,64.4,-327.1,-1.4,0,0
3380,0,0,0,379,0,667,4483,642,0,755,31.9,38.1,0.9,0,0
3381,0,,,152,2181,75,1292,1622,0,134,65.7,88.5,1.5,1,1
3382,0,0,0,-246,72,1,1115,612,0,0,95.6,-40.2,-0.1,0,0
3383,0,0,0,-469,0,36,1559,404,0,440,100,-142.3,0.3,0,0
3384,0,0,0,1119,0,218,4421,2382,1146,335,56.1,9.8,-0.1,0,0
3385,0,0,0,365,0,869,1049,945,0,13,65.8,-9.9,-0.1,1,1
3386,0,0,0,197,0,14,1146,270,0,477,100,59.3,-1.2,0,0
3387,0,0,0,-489,0,6,472,101,0,65,61.1,-394.6,1.4,0,0
3388,0,0,0,-298,0,8,3836,1177,0,378,32.3,-47.6,-0.7,0,0
3389,1,,,-11999,0,1,102,-11371,0,0,0,113.1,0,0,0
3390,0,0,0,-3,0,43,71,126,0,0,100,20.9,0.5,0,0
3391,0,0,0,957,0,3011,4655,2966,815,24,100,-7.6,-0.1,0,0
3392,0,0,0,12,0,62,95,75,0,0,83.7,3.3,-0.3,0,0
3393,0,0,0,-27,327,241,272,716,0,0,70.6,-2.2,0,1,1
3394,0,0,0,21,0,215,887,329,66,325,98.4,-6.8,-0.4,0,0
3395,0,0,0,-1343,250,11,56,189,0,26,100,-709.1,1.1,2,1
3396,0,0,0,173,0,247,794,509,135,0,100,-24,-0.1,0,0
3397,0,0,0,187,5355,731,1963,1575,0,389,38.1,2.3,0.1,1,1
3398,0,0,0,290,0,204,860,1060,468,258,59.3,-30.4,-1.1,0,0
3399,0,0,0,-26,0,0,0,3571,0,3,0,-121.4,-1.1,0,0
3400,0,0,0,3,0,17,209,211,0,55,69.6,0.2,1.1,0,0
3401,0,0,0,37,0,13,2261,1144,0,109,43.7,-7.4,0.2,0,0
3402,0,0,0,556,0,2305,3017,125,0,0,98.9,-453.6,-0.2,0,0
3403,0,0,0,201,5912,74,852,1711,324,14,100,23.4,0,4,1
3404,0,0,0,-1,0,0,128,123,0,0,0,-25.2,-0.2,0,0
3405,0,0,0,129,2708,269,283,1551,247,6,100,1.9,0,1,1
3406,0,0,0,785,0,1392,1992,991,871,0,100,1.6,0,0,0
3407,0,0,3,-8,0,2,1180,342,0,186,51.8,-37.3,0.1,0,0
3408,0,,,163,0,635,640,4446,111,0,100,-5.1,-0.1,0,0
3409,0,0,0,829,0,3293,5539,3385,1683,395,62,0.7,0.1,0,0
3410,0,0,0,2,0,7,82,-1823,0,9,56,-14.4,4,0,0
3411,0,0,0,-203,0,480,947,981,0,0,100,-8.7,-0.1,0,0
3412,0,,,33,0,66,605,180,53,205,79.3,6.9,-0.2,0,0
3413,0,0,0,-6,0,337,527,438,31,0,0,-15.7,-0.2,0,0
3414,0,0,0,718,0,1181,2352,1484,188,577,19.6,8,-0.5,0,0
3415,1,1,0,159,0,0,25,-468,0,0,97,-10.7,-21,0,0
3416,0,1,0,-89,0,0,403,126,0,0,100,238.2,0.2,0,0
3417,0,1,0,-113,0,13,586,100,0,5,11,-123.3,-0.6,0,0
3418,0,0,0,441,1727,1183,1551,2811,1045,73,86.9,-9.2,0,1,1
3419,0,,,2,1555,39,303,1183,363,16,100,-91.8,-0.6,1,1
3420,0,0,0,16,0,39,1277,183,0,40,53,100.3,0,0,0
3421,0,0,0,-139,0,1033,2193,1307,423,161,47.8,-23.4,0,0,0
3422,0,0,0,-430,0,363,807,1737,0,0,100,-7.2,0.2,0,0
3423,0,0,0,-59,0,296,332,1099,129,4,100,-4.6,0,0,0
3424,0,0,0,-50,970,3,466,497,0,0,0,-46.8,-0.2,0,0
3425,0,,,-207,0,19,3040,1276,0,684,54.4,17.1,-0.3,0,0
3426,0,0,0,1551,809,479,2929,1162,112,76,100,230.5,0.7,1,1
3427,0,0,0,78,0,297,325,172,104,26,100,4,0,0,0
3428,0,0,0,209,0,70,276,313,4,1,91.6,12.2,0.4,0,0
3429,0,0,0,-379,8624,30,411,1532,240,61,91.8,-72.2,-0.2,2,1
3430,0,0,0,287,0,353,359,1289,719,238,100,-24.4,-0.2,0,0
3431,0,0,0,1043,1305,885,944,1060,410,46,100,41.1,0.3,1,1
3432,0,0,0,224,0,452,651,314,57,0,83.4,67.7,0.3,0,0
3433,0,0,0,0,95,4,42,50,0,0,100,-2,0.1,1,1
3434,0,0,0,7,0,358,358,165,0,0,100,1.7,0,0,0
3435,0,0,0,1,1581,11,330,149,0,13,95,10.8,0,1,1
3436,0,0,0,-79,0,235,711,377,0,199,54.2,-75.5,-1,0,0
3437,0,0,0,28,0,27,1300,556,36,259,77.9,-13.2,-0.6,0,0
3438,0,,,-47,0,1200,2028,15629,8509,81,100,-58.7,0,0,0
3439,0,0,0,535,0,183,2913,995,849,134,77.9,12.4,-0.1,0,0
3440,0,0,0,70,0,448,731,173,101,54,100,19.7,-0.3,0,0
3441,1,,,579,0,64,1449,920,0,4,100,-59.6,0.6,0,0
3442,0,0,0,35,0,65,105,76,0,6,100,26.6,-1,0,0
3443,0,0,0,-269,0,112,6117,2221,0,3069,59.6,-28.1,-0.3,0,0
3444,0,,,-116,0,11,877,-316,0,185,32.5,-108.3,-5.9,0,0
3445,0,0,0,13,0,0,256,179,182,15,100,5.1,0.4,0,0
3446,0,0,0,-1,0,140,263,232,0,58,91.4,25.4,-1.7,0,0
3447,0,0,0,-126,0,58,118,69,0,0,0,-68.3,-0.1,0,0
3448,0,0,0,253,0,423,1002,807,64,3,99.7,1.8,-0.3,0,0
3449,0,0,0,0,0,26,136,103,0,0,100,0,0,0,0
3450,0,0,0,-1,0,0,4,-121,0,0,100,5.8,-6.9,0,0
3451,1,6,0,-1949,0,5,2935,-3221,0,1800,15.7,14.4,1.1,0,0
3452,0,0,0,-134,0,49,893,515,0,107,61,-9.8,0.2,0,0
3453,0,0,0,-65,0,302,426,390,0,0,91.7,9.5,-2.1,0,0
3454,0,,,-1123,0,0,391,137,131,666,31.3,15.9,0.2,0,0
3455,0,0,0,757,0,1538,3016,3371,1228,481,46.6,0.6,-0.3,0,0
3456,1,0,0,-1509,0,63,954,87,0,223,54.6,-1821.6,2.6,0,0
3457,0,0,0,285,0,13,347,364,0,0,100,121.3,-1,0,0
3458,0,0,0,870,2065,861,1711,3686,3138,35,100,-4.4,-0.1,1,1
3459,0,0,0,-46,0,72,107,114,0,1,69.1,-29.1,-1.9,0,0
3460,0,0,0,2,0,434,857,306,14,126,53.6,-46.4,-0.5,0,0
3461,0,0,0,304,0,202,296,1053,232,9,93.8,6.1,0.1,0,0
3462,0,0,0,-9,0,541,597,293,0,6,61.9,-3.8,-0.1,0,0
3463,0,0,0,766,0,452,1889,589,295,127,78.7,-25.6,-0.1,0,0
3464,0,0,0,-369,2770,0,679,157,0,66,72.9,-249.4,-0.1,1,1
3465,0,0,0,1,0,26,99,21,0,32,78.3,-0.2,-1,0,0
3466,0,0,0,-299,0,61,602,546,0,31,-43.1,934.2,-4.3,0,0
3467,1,,,-2258,0,610,2410,1197,0,764,44.5,-178.8,0.8,0,0
3468,0,0,0,424,0,508,633,364,119,0,100,77.5,0.1,0,0
3469,0,0,0,-577,20,731,2367,1882,0,19,28.6,-28.8,0.3,0,0
3470,0,0,0,62,0,251,326,157,15,8,96.3,18.6,0.2,0,0
3471,0,0,0,256,0,439,1197,525,0,9,51.8,9.3,-0.5,0,0
3472,0,0,0,323,0,423,646,614,0,29,82.1,-35.7,-1.3,0,0
3473,0,0,0,196,0,497,605,339,243,1,95.6,-9,0.2,0,0
3474,0,0,0,-11,0,819,946,274,293,79,37.2,-33.8,-0.2,0,0
3475,0,0,0,258,303,647,1120,1125,263,90,100,5.5,0,2,0
3476,0,0,0,152,0,175,315,290,174,8,100,332.6,0.3,0,0
3477,0,0,0,-26,0,458,862,879,0,278,100,-8.2,0.1,0,0
3478,0,0,0,1066,0,1020,2782,881,499,638,63.6,33.1,-0.8,0,0
3479,0,0,0,1127,1186,3062,5786,1517,1565,1689,26.8,-23.5,1.4,1,1
3480,0,0,0,9,3508,505,542,131,0,52,100,-9.3,0,1,1
3481,0,0,0,15,0,17,148,75,0,38,100,301.7,-0.1,0,0
3482,0,0,0,-157,0,0,1865,1779,0,0,100,17.4,-0.2,0,0
3483,0,0,0,-326,0,763,886,1102,38,56,80.9,-66.2,-0.3,0,0
3484,0,0,0,811,2472,6372,8343,6039,1918,6295,36.9,18.7,0,1,0
3485,0,0,0,0,0,0,123,123,0,0,100,-23.1,-1.1,0,0
3486,0,0,0,-61,0,220,447,160,6,52,100,-27.2,0,0,0
3487,0,0,0,213,956,409,820,932,200,88,60.6,33.9,0.1,1,1
3488,0,0,0,-488,63,180,573,611,0,0,40,-61.1,0,0,0
3489,0,0,0,348,38,1025,2072,712,70,28,60.1,4.1,-0.2,0,0
3490,0,0,0,590,9,2975,3381,2818,401,35,77.4,-2.6,0,0,0
3491,0,0,0,2049,0,1399,3218,1405,514,200,67.1,90.9,1.4,0,0
3492,0,0,0,58,0,1588,1662,123,0,5,91.2,92.1,0.1,0,0
3493,0,0,0,475,0,19,2719,1133,1000,243,94.2,22.6,-0.4,0,0
3494,0,0,0,730,0,4100,4534,3439,1158,187,100,18.3,0.1,0,0
3495,0,0,0,364,0,631,754,256,92,4,100,127.1,0.8,0,0
3496,0,0,0,-117,0,0,1409,416,0,532,35.3,-12,-0.1,0,0
3497,0,0,0,136,0,26,495,-400,0,311,55.4,-63.5,-0.9,0,0
3498,0,0,0,-104,0,0,22,126,0,0,0,1.7,-0.2,0,0
3499,1,0,0,48,0,3,84,27,0,35,60.3,177.8,3.9,0,0
3500,0,0,0,106,256,127,1337,665,0,405,73.9,-31.1,0.2,3,1
3501,0,0,0,56,0,52,172,258,0,0,0,-45.7,0,0,0
3502,0,0,0,144,0,701,1481,863,197,289,38.7,-4,-0.2,0,0
3503,1,5,0,214,0,0,490,-162,0,73,99,-130.2,-0.7,0,0
3504,0,0,0,139,0,1064,1896,578,377,0,99.1,-45.8,-0.3,0,0
3505,1,4,1,-160,0,0,91,-230,0,192,65.5,-60,10.9,0,0
3506,0,0,0,-216,0,72,142,591,0,11,99.1,-2.9,0.2,0,0
3507,0,0,0,-342,0,1,58,89,0,19,76.1,-460.4,-0.8,0,0
3508,0,0,0,619,0,990,2237,1290,345,81,64.8,0.3,-0.3,0,0
3509,0,0,0,189,3372,374,1827,3969,0,6,100,2.9,0.1,3,1
3510,0,,,43,0,29,151,94,0,26,66.1,194.7,0.1,0,0
3511,0,0,0,-344,5915,2,3560,2586,1368,1322,49.5,-13,0,1,1
3512,1,,,0,5831,31,1122,-3119,0,375,100,74,0.1,0,0
3513,0,0,0,-66,0,1260,1306,1774,18,6,100,24.8,0.1,0,0
3514,0,0,0,14,0,0,38,-383,0,0,0,-4.2,0.7,0,0
3515,0,0,0,69,0,703,1101,1824,0,11,100,-20.7,-0.1,0,0
3516,0,0,0,175,0,131,732,316,100,3,98.1,38,-0.7,0,0
3517,0,,,-101,0,976,1026,950,0,11,100,-19.5,-0.2,0,0
3518,0,0,0,-101,0,424,794,199,0,60,97.3,-80.1,0,0,0
3519,1,1,1,-217,0,14,2986,284,0,664,29.5,-55,-0.8,0,0
3520,0,0,0,478,0,196,822,311,93,1,100,72.8,-2.1,0,0
3521,0,0,0,12,0,94,176,94,0,3,98.3,14,0.8,0,0
3522,0,0,0,-44,0,11,1237,57,0,437,35.6,105.2,0.4,0,0
3523,0,0,0,310,0,25,354,452,0,0,100,-4.3,-0.3,0,0
3524,0,0,0,-17,0,184,259,-264,0,1,100,22.2,0.1,0,0
3525,0,0,0,-19,0,142,1195,1132,0,0,100,-1.7,0,0,0
3526,0,,,1025,15843,921,1883,2240,374,168,74.3,-6.8,-0.1,3,1
3527,0,0,0,-42,1959,21,3076,2240,0,538,87.5,13.9,0,0,0
3528,0,0,0,107,0,308,878,453,0,173,60.3,11.1,0.2,0,0
3529,0,0,0,305,0,0,9352,560,131,13,100,-74.7,-0.1,0,0
3530,0,0,4,-231,0,0,174,-181,0,58,86,249.6,0,0,0
3531,0,0,0,-825,0,236,893,830,795,70,26.5,-84.3,-0.5,0,0
3532,0,0,0,-65,0,434,827,2318,344,13,62.1,-17.3,0.1,0,0
3533,0,0,0,527,0,569,943,971,593,202,100,-30.2,0.1,0,0
3534,1,0,0,-13,0,8,12,-50,0,1,100,182.8,0.6,0,0
3535,0,0,0,-53,0,156,893,-234,0,97,59.4,-17,0.3,0,0
3536,0,0,0,71,0,675,679,4140,329,0,0,0.9,-0.1,0,0
3537,0,0,0,1041,0,865,1378,959,0,0,98.7,-5.5,0.1,0,0
3538,1,1,1,10,0,2,27,608,0,12,100,-1.2,0,0,0
3539,0,0,0,2,0,4,4,-17,0,0,100,-6.5,0.5,0,0
3540,0,0,0,1019,0,61,42992,89529,0,3,100,-22.2,0.1,0,0
3541,0,0,0,-73,2394,433,541,1446,0,0,94.7,0.6,0,1,1
3542,0,0,0,-241,0,342,1551,518,439,310,59.1,33.1,0.6,0,0
3543,0,0,0,5164,1865,70,4467,274,5000,294,100,102.3,0.3,0,0
3544,0,0,0,380,0,1010,1612,677,203,67,53.3,27.1,1.2,0,0
3545,0,0,0,6,0,136,135,194,0,3,100,1,0,0,0
3546,0,0,0,-123,0,442,445,453,0,0,28.2,-52.5,-1.6,0,0
3547,0,0,0,269,0,27,517,325,0,0,100,29.1,0.1,0,0
3548,0,0,0,456,0,72,410,1034,630,0,97.1,10.8,0.1,0,0
3549,0,0,0,2225,0,1187,3285,1780,960,12,100,88.4,-0.6,0,0
3550,0,0,0,-118,0,9,123,120,0,9,62.1,0,-2.8,0,0
3551,0,0,0,2661,42419,6198,6286,3764,2462,615,44.4,35.4,0,13,1
3552,0,0,0,59,0,46,125,102,0,0,100,-167.2,1,0,0
3553,0,0,0,72,0,252,873,637,239,28,82.2,10.8,-0.1,0,0
3554,0,0,0,-250,0,573,1695,1360,0,155,12,-15.7,-0.1,0,0
3555,0,0,0,-158,0,93,135,107,0,47,29.6,-124.4,3.3,0,0
3556,1,4,0,-19,0,0,0,-39,0,0,0,,,0,0
3557,0,,,151,0,142,251,251,0,20,94.8,75.4,0.3,0,0
3558,0,0,0,-35,0,36,776,236,292,10,100,-71,-0.4,0,0
3559,0,0,0,338,0,586,4598,3324,0,0,0,-54,0,1,1
3560,0,0,0,81,0,13,214,404,0,0,30.7,25.2,0.3,0,0
3561,0,0,0,-225,0,0,659,114,0,72,65.4,-191.3,0.1,0,0
3562,0,,,551,0,551,1626,403,225,380,69.4,164.6,-0.5,0,0
3563,0,0,0,708,0,569,1350,987,0,396,100,344.8,-1.8,0,0
3564,0,0,0,-13,0,6,334,86,0,30,91.7,-1,-1.1,0,0
3565,1,7,6,-313,0,29,414,-967,0,169,27.7,-87.5,-4.2,0,0
3566,0,,,16,0,3,384,257,0,0,61.5,9.9,0.1,0,0
3567,0,0,0,134,0,718,834,641,196,4,79.5,5.6,-2.8,0,0
3568,0,0,0,14,0,5640,8460,9140,0,683,59.3,-0.6,-0.2,0,0
3569,0,0,0,2,0,9,216,100,0,0,100,5.1,-0.2,0,0
3570,0,0,0,172,0,360,388,299,0,0,0,67.4,-0.2,0,0
3571,0,0,0,-568,0,1718,36996,16926,0,0,100,-15,0,0,0
3572,0,0,0,-14,0,1554,1593,1418,147,0,0,-11.5,-0.1,0,0
3573,0,0,0,-31,6469,467,1070,72,0,25,100,-25.5,0,1,1
3574,0,0,0,138,0,0,18,368,162,0,100,-72.4,-0.3,0,0
3575,1,1,0,-4,0,0,254,1261,460,0,0,10.4,0,0,0
3576,0,0,0,-281,1166,114,786,886,5,333,42.7,-34.8,0.2,0,0
3577,0,0,0,1009,2,1009,2528,1265,0,1,100,-4.7,0,0,0
3578,0,0,0,-522,0,895,3579,465,2791,1627,100,-28.6,0.2,0,0
3579,0,0,0,149,0,58,103,247,37,0,53.6,19.1,-0.6,1,1
3580,0,,,430,9947,622,1449,3195,121,283,58.7,17.8,0,6,1
3581,0,0,0,-128,0,146,901,566,0,0,100,10,0.1,0,0
3582,0,0,0,1389,0,287,4054,938,350,833,72.1,-3.4,0.1,0,0
3583,0,0,0,496,0,625,2482,2395,528,134,100,10.5,0.2,0,0
3584,0,0,0,-112,0,178,1373,1247,0,0,31.5,-21.5,0,0,0
3585,0,0,0,49,0,152,184,407,0,1,85.4,9.8,0.5,0,0
3586,0,0,0,103,0,323,3473,447,749,1749,28,33.1,-0.5,0,0
3587,0,0,0,-24,0,38,153,80,0,34,97.2,-52.1,0.5,0,0
3588,0,0,0,113,0,187,302,271,182,28,77.2,17,0.2,0,0
3589,0,0,0,725,0,685,3277,910,1228,45,100,-7.5,-0.2,0,0
3590,0,0,0,-160,0,154,586,365,0,16,98,-43.2,0,0,0
3591,0,0,0,341,0,80,118,488,0,9,76,42.7,-0.8,0,0
3592,0,0,0,874,0,466,902,543,184,0,94.4,127.3,1.5,0,0
3593,0,0,0,311,0,917,2543,3414,265,21,100,-3.9,-1.5,0,0
3594,0,0,0,7831,0,260,9194,39278,1408,0,0,13.1,0,0,0
3595,0,0,0,316,394,471,1237,796,485,191,48.8,-11.4,0.6,1,1
3596,0,0,0,986,691,324,4352,1042,6272,1778,56.5,-15.7,0.1,0,0
3597,0,0,0,-23,0,4,8,-91,0,2,100,12.3,-0.8,0,0
3598,0,0,0,1945,0,386,2224,1060,3478,352,58.2,29.3,-0.5,0,0
3599,0,0,0,405,0,399,1113,609,369,4,99.9,44.4,0,0,0
3600,0,0,0,247,152,1319,2038,2102,80,89,90.1,7.7,0.1,0,0
3601,0,0,0,48,0,747,808,937,101,0,100,0.3,0,0,0
