id,sold,response,main_salary,second_salary,annual_bonus,loan_os,house_value_change,bank_balance_main,credit_card_bal,car_loan,used_bank_overdraft,owns_property,remarried,divorce,age,shares,savings,children,areacode,credit_card
5802,0,0,6000,0,3,-140,0,1484,346,0,0,1,0,0,58,0,348,0,9,Y
5803,0,0,131000,0,13,-3,-5000,2,1969,15000,0,1,0,0,54,993,18542,3,6,N
5804,0,0,222000,0,0,-10,4000,2930,4759,12000,0,0,0,0,40,0,0,1,4,N
5805,0,0,22000,0,0,-167,4000,2859,170,0,0,1,0,0,28,120,0,0,8,Y
5806,0,0,31000,0,0,-3,0,5199,1951,0,0,0,0,0,30,507,0,0,1,N
5807,0,0,30000,0,0,-981,0,2,2089,0,1,1,0,0,29,0,6424,0,8,Y
5808,0,0,0,0,0,0,0,265,8,0,0,0,0,0,19,0,0,4,3,N
5809,0,0,37000,0,0,-3,3000,15735,259,0,0,0,0,0,21,825,0,0,1,N
5810,0,0,6000,0,0,-24,0,3499,205,0,0,0,0,0,28,0,14,0,6,Y
5811,0,0,43000,4000,0,-5,5000,10693,2182,0,0,0,0,0,55,383,1539,0,4,N
5812,0,0,14000,0,67,0,0,310,660,0,0,0,0,0,39,0,0,0,1,Y
5813,0,1,47000,0,0,-3,-20000,25906,7530,0,0,0,0,0,31,0,6452,0,2,N
5814,0,0,37000,0,0,-223,0,803,2558,0,1,0,0,0,30,609,254,0,5,Y
5815,0,0,42000,0,0,-1422,0,2869,1407,0,0,0,0,0,39,0,0,1,3,Y
5816,0,0,10000,0,0,-11,0,1027,41,0,0,0,0,0,31,0,0,0,6,Y
5817,0,0,0,0,0,0,75000,10968,723,0,0,0,0,0,31,2483,0,0,1,N
5818,0,1,4000,0,0,-140,-1000,24,167,1000,0,0,0,0,21,0,0,4,1,Y
5819,0,0,30000,0,0,-45,0,1382,1588,0,0,0,0,0,59,0,7089,0,8,N
5820,0,0,1000,0,0,-146,-2000,0,0,8000,1,0,0,0,35,0,0,0,1,N
5821,0,0,18000,1000,0,-6,2000,1914,632,0,0,0,0,0,42,0,396,0,5,N
5822,0,0,11000,0,7,-92,-2000,382,1384,0,0,0,0,0,70,0,9,2,1,N
5823,0,0,43000,0,0,-216,-6000,235,43934,14000,1,0,0,0,43,7209,0,0,4,Y
5824,1,1,38000,0,0,-445,0,3,7057,1000,1,0,0,1,25,0,6836,4,2,N
5825,0,0,0,0,0,0,0,67,0,0,0,0,0,0,18,0,0,0,1,N
5826,0,0,16000,0,0,-914,-1000,1044,494,0,0,1,0,0,25,0,0,0,8,Y
5827,0,0,6000,0,0,0,1000,1166,89,0,0,0,0,0,35,0,0,0,1,N
5828,0,0,0,0,0,-6403,-6000,0,279,0,0,1,0,0,25,19841,0,0,1,N
5829,0,0,35000,0,0,-116,0,4598,1319,0,0,0,0,0,22,0,0,1,1,N
5830,0,0,43000,0,0,-9,0,1467,2848,1000,0,0,0,0,30,307,313,0,7,N
5831,0,1,28000,0,0,-149,0,6,2360,0,1,1,0,0,52,2,7669,0,8,Y
5832,0,0,60000,0,0,-19083,0,6,3429,0,1,1,0,0,41,0,197,0,3,N
5833,0,0,18000,1000,0,-11,0,6060,2123,0,0,0,0,0,21,0,0,4,1,N
5834,0,0,0,0,0,0,0,50,0,0,0,0,0,0,19,0,0,4,2,N
5835,0,0,37000,0,0,-159,2000,2889,3027,0,0,1,0,0,57,27,1020,0,5,Y
5836,0,0,28000,0,0,-176,2000,4143,2662,0,1,0,0,0,29,523,644,2,8,Y
5837,0,0,29000,0,0,-7,0,721,481,0,0,0,0,0,37,330,45,0,6,N
5838,0,0,0,0,0,-259,0,153,164,0,0,1,0,0,19,0,2,4,7,Y
5839,0,0,39000,0,57,-1634,1000,1974,1474,0,0,0,0,0,31,35,0,0,2,Y
5840,0,0,0,0,0,0,0,1653,1816,0,0,0,0,0,26,98,1706,0,8,N
5841,0,0,44000,0,38,-482,0,1442,1689,0,0,1,0,0,46,311,0,0,9,Y
5842,0,0,36000,0,0,-5,-3000,0,514,0,0,0,0,0,20,0,0,0,4,N
5843,1,1,22000,0,38,-110,1000,424,1140,0,0,0,0,0,24,0,0,0,1,N
5844,0,0,3000,0,0,-6,0,128,247,0,0,0,0,0,18,0,0,0,8,Y
5845,0,0,10000,0,0,-2,1000,2720,140,0,0,0,0,0,24,0,118,0,1,N
5846,0,0,0,0,0,0,0,149,0,0,0,0,0,0,22,0,0,0,6,N
5847,0,0,0,0,0,0,0,27,0,0,0,0,0,0,18,0,0,0,7,N
5848,0,0,0,0,0,0,0,269,336,1000,0,0,0,0,19,10,457,0,1,N
5849,0,0,5000,0,0,0,0,824,115,0,0,0,0,1,22,39,0,0,1,N
5850,0,0,34000,0,0,-1,1000,8638,10794,0,0,0,0,0,31,862,0,4,1,N
5851,0,0,19000,0,259,-43,1000,2156,1961,0,0,0,0,0,38,276,1055,0,3,Y
5852,0,0,46000,0,0,-23,0,50,1687,0,1,0,0,0,40,211,0,0,2,Y
5853,0,0,17000,0,8,-262,0,1,951,0,1,0,0,0,54,694,0,0,3,Y
5854,0,0,0,0,0,-95,0,407,2664,0,0,0,0,0,45,0,8109,4,2,N
5855,0,0,27000,0,0,-286,1000,2,4250,0,1,1,0,0,32,10,3865,0,5,Y
5856,0,0,20000,0,0,-232,1000,403,1507,0,0,1,0,0,23,0,43,0,7,Y
5857,0,0,0,0,0,-1,0,186,5,0,0,0,0,0,18,0,0,0,6,N
5858,0,0,24000,0,158,-4,7000,29773,382,0,0,0,0,0,32,0,0,0,1,N
5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,N
5860,0,0,13000,0,0,-1,0,746,594,0,0,0,0,0,26,0,84,0,2,N
5861,0,0,23000,0,24,-10466,0,6873,58,0,0,1,0,0,23,1904,0,0,2,N
5862,0,0,17000,0,0,-12,1000,616,332,0,0,0,0,0,33,0,156,0,1,Y
5863,0,0,19000,0,0,-6,0,1324,1002,0,0,0,0,0,27,0,0,0,1,N
5864,0,0,1000,0,0,0,0,381,5,0,0,0,0,0,18,0,0,0,6,N
5865,0,0,7000,0,0,-6,0,356,110,0,0,0,0,0,22,0,0,0,3,N
5866,0,0,19000,0,0,0,0,2347,453,0,0,0,0,0,29,42,623,0,7,N
5867,0,0,35000,1000,0,-129,10000,7177,769,0,0,0,0,0,44,0,0,0,4,N
5868,0,0,20000,0,0,-79,0,2,931,0,1,0,0,0,37,0,0,2,4,N
5869,0,0,6000,1000,0,-1,0,656,0,0,0,0,0,0,25,1096,0,0,1,N
5870,0,0,0,0,0,0,0,146,1,0,0,0,0,0,18,0,0,0,1,N
5871,0,0,12000,0,0,-5,0,180,862,0,0,0,0,0,24,0,109,0,8,N
5872,0,0,11000,0,0,-16,1000,2415,357,0,0,0,0,0,27,0,0,0,4,N
5873,0,0,0,25000,0,-58442,76000,0,19793,0,0,1,0,0,27,0,0,0,1,Y
5874,0,0,30000,140000,0,-5687,76000,0,0,0,0,1,0,0,26,0,0,0,5,Y
5875,0,0,18000,0,0,-82,0,139,219,0,1,1,0,0,45,0,5435,0,7,Y
5876,1,1,9000,0,0,-386,0,16,1078,0,0,0,0,0,38,15,2212,4,6,Y
5877,0,1,11000,0,0,-305,0,14,2733,0,1,0,0,0,40,30,2197,0,4,Y
5878,0,0,0,0,0,0,0,121,0,0,0,0,0,0,18,0,0,0,4,N
5879,0,0,24000,0,0,-621,1000,2809,1724,0,0,0,0,0,29,15,159,3,9,Y
5880,0,0,0,0,0,0,0,46,0,0,0,0,0,0,19,1,0,0,1,N
5881,0,0,13000,0,76,-11,1000,1924,473,0,0,1,0,0,41,2057,681,0,3,N
5882,0,0,20000,0,0,-788,0,9,2234,0,0,1,0,0,37,31,1040,0,6,Y
5883,0,1,0,0,0,-117,0,58,812,0,1,0,0,0,23,40,1248,0,6,Y
5884,0,0,27000,0,0,-609,0,0,2145,0,1,0,0,0,20,76,22,4,2,Y
5885,0,1,14000,0,41,-106,-2000,15,1037,40000,0,1,0,0,68,545,0,0,1,N
5886,0,0,0,0,0,-470,0,1797,2146,3000,1,1,0,1,49,0,7646,2,7,Y
5887,0,0,14000,0,0,0,0,1727,862,0,0,1,0,0,45,0,1789,0,2,N
5888,0,0,0,0,1,-1,6000,7759,849,0,0,1,0,0,31,589,2073,0,8,N
5889,0,0,16000,0,0,-30,0,668,637,2000,0,0,0,0,37,0,0,0,2,N
5890,1,1,52000,0,0,-621,-5000,2,4762,0,1,0,0,0,24,0,0,0,3,Y
5891,0,0,3000,0,0,0,0,966,168,0,0,0,0,1,23,0,0,0,9,N
5892,0,0,27000,0,0,-5,0,3940,2,0,0,0,0,0,26,0,0,2,9,N
5893,0,0,23000,0,18,-3,3000,791,2717,0,0,0,0,0,26,1666,0,0,1,N
5894,0,0,1000,0,0,0,0,427,0,0,0,0,0,0,18,0,0,0,7,N
5895,0,0,23000,0,0,-3,0,1271,0,0,0,0,0,0,39,0,4509,0,1,N
5896,0,1,4000,0,0,-10,0,35,154,0,0,0,0,0,22,0,0,0,9,Y
5897,1,1,78000,0,0,-2846,0,1,9301,0,1,0,0,0,51,0,0,4,4,Y
5898,0,0,11000,0,0,-1,0,1137,468,0,0,0,0,0,21,0,258,4,9,N
5899,0,0,12000,0,0,-405,1000,15,51,0,1,0,0,0,21,0,167,0,1,Y
5900,0,0,10000,0,0,-36,1000,2516,226,0,0,0,0,0,60,0,0,0,6,Y
5901,0,0,42000,1000,0,0,2000,5188,2019,0,0,0,0,0,32,4,0,0,4,N
5902,0,0,0,0,0,-73,-2000,0,169,2000,1,0,0,0,19,514,0,4,1,Y
5903,0,0,0,0,0,-4,-33000,2955,2572,0,0,0,0,1,22,0,766,1,1,N
5904,0,0,1000,0,0,0,0,736,0,0,0,0,0,0,19,0,0,4,1,N
5905,0,0,0,0,0,0,1000,40,0,0,0,0,0,0,18,0,0,4,3,N
5906,0,0,9000,0,0,-3,1000,2765,29,0,0,0,0,0,20,0,0,4,5,N
5907,0,0,0,0,0,0,7000,7707,0,0,0,0,0,0,18,0,0,0,2,N
5908,0,0,7000,0,0,0,1000,1799,21,0,0,0,0,0,22,0,0,0,1,N
5909,0,0,58000,0,0,-10,0,2684,630,1000,1,0,0,0,26,38,120,0,2,Y
5910,0,0,23000,0,0,-286,0,8,1900,0,1,1,0,0,44,0,5883,0,3,Y
5911,0,0,40000,0,0,0,1000,10101,1205,0,0,0,0,0,34,851,2328,0,7,N
5912,0,0,10000,0,0,-1,1000,2613,440,0,0,0,0,0,27,0,0,0,7,N
5913,0,0,0,0,0,-47,0,80,0,0,0,0,0,0,19,4,0,4,5,Y
5914,0,0,19000,0,0,-2028,-1000,10156,3831,0,0,1,0,0,46,0,0,3,9,Y
5915,0,0,0,0,0,0,0,14,0,0,0,0,0,0,19,0,0,4,4,N
5916,0,0,12000,0,0,-126,0,1322,546,0,0,1,0,1,44,1,0,0,9,Y
5917,0,1,8000,0,0,-27,1000,963,142,0,0,0,0,0,22,0,69,0,1,Y
5918,0,0,13000,0,0,-23,0,578,340,0,0,0,0,0,39,80,133,0,2,N
5919,0,0,11000,0,0,-3,0,15,118,0,0,0,0,0,24,0,3040,0,3,N
5920,0,0,18000,0,0,-85,0,14,794,1000,1,0,0,0,21,0,364,4,6,Y
5921,0,0,45000,0,0,-5,-7000,248,3074,0,0,0,0,0,36,0,980,0,1,N
5922,1,1,10000,0,0,-109,0,149,1843,2000,1,0,0,0,42,1235,221,1,6,Y
5923,0,0,55000,0,140,-1337,0,9,12600,0,1,0,0,0,43,1292,16150,0,6,Y
5924,0,0,18000,0,0,-4,2000,4319,803,0,0,0,0,0,50,10,913,0,3,N
5925,0,0,14000,0,0,-43,0,203,85,0,0,0,0,0,35,0,0,2,7,N
5926,0,0,1089000,2000,0,-990,24000,22515,167812,30000,0,1,0,0,38,130,40566,0,2,Y
5927,0,0,19000,0,0,-184,0,261,1804,0,0,0,0,0,21,135,1099,0,1,Y
5928,0,0,43000,0,7,-94,0,306,7119,0,0,0,0,0,46,0,178,0,6,N
5929,0,0,24000,0,0,0,0,2460,959,0,0,1,0,0,35,60,1245,0,7,N
5930,0,0,101000,0,0,-730,5000,1,6828,0,0,1,0,0,37,0,8022,4,3,Y
5931,0,0,0,0,1,0,0,539,595,0,0,0,0,0,25,173,567,0,5,N
5932,0,0,28000,0,0,-73,1000,282,1885,0,0,0,0,0,35,0,209,0,7,Y
5933,0,0,0,0,0,0,0,50,0,0,0,0,0,0,19,0,0,0,7,N
5934,0,0,0,0,0,0,0,207,105,0,0,0,0,0,19,0,0,4,7,N
5935,0,0,0,0,0,0,0,50,0,0,0,0,0,0,18,0,0,0,4,N
5936,0,0,85000,0,0,-159,4000,83,870,8000,0,0,0,0,23,0,0,0,1,N
5937,0,0,89000,0,0,-1134,-6000,4,8748,0,1,1,0,1,63,35,8465,3,6,Y
5938,0,0,120000,0,0,-1207,0,28,13091,0,1,1,0,0,40,2028,16149,0,2,Y
5939,0,0,0,0,0,-1388,2000,16,0,0,1,1,0,0,23,0,1925,0,2,Y
5940,0,0,19000,0,0,-7,-1000,3868,979,0,0,0,0,0,47,40,1409,0,1,N
5941,0,0,9000,0,0,-18,0,1826,0,0,0,0,0,0,31,0,0,0,1,N
5942,0,0,0,6000,0,-1,7000,5853,5330,0,0,0,0,0,61,974,5491,0,2,N
5943,0,0,0,0,0,-57,0,293,0,0,0,0,0,0,19,0,0,4,6,N
5944,0,0,0,0,0,0,0,59,1,0,0,0,0,0,18,0,0,0,3,N
5945,0,0,70000,0,0,-885,2000,0,3750,0,1,0,0,0,26,0,2181,0,1,N
5946,0,0,15000,0,0,-66,0,64,724,0,1,0,0,0,61,50,1608,0,5,Y
5947,0,0,1000,0,0,-9,0,239,40,0,0,0,0,0,18,0,32,0,7,N
5948,0,0,49000,2000,364,-2,5000,1783,440,0,0,0,0,0,36,0,0,3,4,N
5949,0,0,123000,0,0,-918,-1000,0,7412,0,0,0,0,0,33,0,30286,1,9,N
5950,0,0,17000,0,0,-35,0,962,1996,0,0,0,0,0,32,0,272,0,1,N
5951,0,0,18000,0,0,-126,1000,2308,999,0,0,0,0,0,32,0,5736,0,4,N
5952,0,0,99000,17000,0,-6,38000,12753,3272,0,0,0,0,0,45,0,0,0,6,N
5953,0,0,38000,0,0,-10,-4000,968,916,0,0,0,0,0,24,0,814,0,8,N
5954,0,0,56000,0,0,-1050,1000,7269,2348,5000,0,0,0,1,24,0,0,3,1,N
5955,0,0,28000,0,0,-6,2000,3276,1338,0,0,0,0,0,47,1800,249,0,2,N
5956,0,0,30000,0,0,-1,1000,2595,105,0,0,0,0,0,27,0,0,1,4,N
5957,0,0,0,0,0,-531,0,77,1202,0,1,1,0,0,30,57,1213,4,2,Y
5958,0,0,25000,0,57,-218,0,0,1512,0,1,1,0,0,36,593,2057,0,3,Y
5959,0,0,1000,0,2,0,0,123,21,0,0,0,0,0,31,125,0,0,4,N
5960,0,0,14000,1000,0,-62,1000,233,552,0,0,1,0,0,32,0,63,0,6,N
5961,1,1,92000,0,0,-2436,2000,3434,4815,0,1,0,0,1,19,0,52829,4,2,Y
5962,0,0,56000,0,13,-6,4000,3567,6414,0,0,0,0,0,35,8665,0,0,1,N
5963,0,0,15000,0,0,-3,0,38,427,0,0,0,0,1,22,78,0,4,1,N
5964,1,1,11000,0,0,-75,0,21,138,0,0,0,0,0,25,0,0,4,1,N
5965,0,0,266000,0,0,-37,1000,6943,14,5000,0,0,0,0,23,0,0,0,2,N
5966,0,0,38000,0,263,-75,7000,12061,1170,0,0,1,0,0,42,0,3927,1,7,N
5967,0,0,79000,1000,107,-80,3000,811,2967,0,1,1,0,0,62,128,5771,0,5,Y
5968,0,0,46000,0,0,-247,0,43,1806,0,1,0,0,0,44,0,11431,1,4,Y
5969,0,0,0,0,0,-32,0,1873,709,0,0,0,0,0,63,1013,703,0,7,N
5970,1,1,2000,0,0,-307,-5000,-453,1941,0,1,1,0,0,19,0,274,4,2,Y
5971,0,0,2000,0,0,-2,0,0,120,0,1,0,0,1,19,0,130,4,1,Y
5972,0,0,213000,0,0,-295,19000,23525,16511,0,0,1,0,0,47,0,72469,0,2,N
5973,1,1,20000,0,0,-134,0,449,4655,0,1,0,0,0,41,0,2624,2,6,Y
5974,0,0,44000,0,0,-26,3000,7827,3593,0,0,0,0,0,58,43,10603,0,3,N
5975,0,0,777000,0,0,-442,-29000,6082,15721,10000,0,0,0,0,44,239,292341,0,1,N
5976,0,0,169000,2000,0,-85,7000,15672,13167,0,0,0,0,0,24,0,26862,0,9,N
5977,0,0,7000,0,0,-1,0,1102,89,0,0,0,0,0,35,0,0,0,8,N
5978,0,0,1000,0,0,0,0,65,0,0,0,0,0,0,22,0,0,0,6,N
5979,0,0,12000,0,0,0,2000,4009,1051,0,0,0,0,1,34,0,0,4,1,N
5980,0,0,12000,0,4,-77,0,1142,413,0,0,0,0,0,37,0,0,4,7,N
5981,0,0,27000,0,0,0,0,483,419,0,0,0,0,0,37,0,649,0,1,N
5982,0,0,9000,0,0,-94,1000,521,499,0,0,1,0,0,41,0,970,4,3,Y
5983,0,0,10000,1000,0,-4,1000,2805,518,0,0,1,0,0,36,28,73,1,9,N
5984,0,1,18000,2000,0,-25,4000,2258,46,0,0,0,0,0,22,0,0,0,1,N
5985,0,0,36000,0,2,-130,0,1339,6966,0,1,0,0,0,33,449,10579,0,3,N
5986,0,0,20000,0,11,-63,0,166,1434,0,0,1,0,0,33,456,4066,0,3,Y
5987,0,0,40000,0,0,-533,0,74,2318,0,1,0,0,0,54,0,13159,0,8,Y
5988,0,0,23000,0,0,-369,0,1778,2202,0,0,1,0,0,25,0,2227,0,6,Y
5989,0,0,7000,0,32,0,0,2020,19,0,0,0,0,0,26,695,0,0,4,N
5990,0,0,8000,0,0,-360,0,0,178,0,1,0,0,0,34,0,305,0,5,Y
5991,0,0,0,0,0,0,0,187,6,0,0,0,0,0,18,0,0,0,1,N
5992,0,0,18000,0,0,-210,0,1468,3289,0,0,1,0,0,26,0,1213,0,8,N
5993,0,0,0,0,0,0,0,50,0,0,0,0,0,0,19,0,0,4,4,N
5994,0,0,0,0,0,-4557,11000,50,0,0,0,0,0,0,19,0,0,4,1,N
5995,0,0,9000,0,0,-14,-4000,17,374,0,1,0,0,0,25,0,246,0,8,N
5996,1,1,7000,0,0,-22,0,579,153,0,0,0,0,1,19,0,0,4,7,Y
5997,0,0,39000,2000,0,0,3000,2337,802,0,0,0,0,0,30,2381,0,0,1,N
5998,0,0,31000,0,0,-1,0,9,1434,0,1,0,0,0,47,0,460,0,3,N
5999,0,0,29000,0,0,-8,4000,4072,614,0,0,0,0,0,42,0,24982,0,7,N
6000,0,0,4000,0,0,-13,0,326,899,0,0,0,0,0,68,0,214,0,1,N
6001,0,0,21000,0,0,-280,0,15,2205,0,1,0,0,1,33,0,5567,1,3,Y
6002,0,0,67000,0,0,-14599,16000,0,1756,0,0,1,0,0,40,0,0,0,1,Y
6003,0,0,94000,0,0,-273,0,2,9014,1000,1,1,0,0,64,40,6721,0,2,Y
6004,0,0,29000,0,6,0,0,225,1883,0,0,0,0,0,33,0,0,0,5,N
6005,0,0,0,0,0,-1,0,357,1756,0,0,0,0,0,27,78,1946,0,1,N
6006,0,0,17000,0,98,-31,0,4267,1267,2000,0,0,0,0,30,278,0,0,9,N
6007,0,0,22000,0,0,-22734,33000,45609,2109,40000,0,0,0,0,29,0,0,0,,N
6008,0,0,180000,1000,2,-636,4000,6945,31919,0,0,0,0,0,39,0,4598,2,2,N
6009,0,0,8000,0,0,-82,0,584,1040,0,0,0,0,0,18,0,14,0,5,N
6010,0,0,0,0,0,-14,0,80,0,0,0,0,0,0,18,0,0,0,9,Y
6011,0,0,30000,3000,0,-4,5000,3018,2286,0,0,0,0,0,37,0,0,0,3,N
6012,0,0,14000,0,0,-78,0,129,458,0,1,0,0,0,22,0,313,0,9,Y
6013,1,1,9000,0,0,-256,-1000,0,443,0,1,0,0,1,20,0,0,4,8,Y
6014,1,1,0,0,0,-224,0,253,940,4000,0,0,0,0,37,1097,465,0,1,N
6015,0,0,12000,0,6,-14,1000,6670,442,0,0,0,0,0,48,5,0,0,1,N
6016,0,0,30000,1000,50,-11,1000,7935,1811,0,0,0,0,0,65,0,1316,0,4,N
6017,0,0,87000,0,0,-77,-8000,6695,6778,0,0,0,0,0,41,0,199,3,4,N
6018,0,0,2000,0,0,0,0,235,14,0,0,0,0,0,19,0,0,4,5,N
6019,0,0,8000,0,0,-20,0,643,392,0,1,0,0,0,18,9,449,4,3,Y
6020,0,1,12000,0,0,-29,0,1568,614,0,0,0,0,0,22,0,205,0,1,N
6021,0,1,13000,0,0,-390,0,0,1173,1000,1,0,0,0,42,0,783,0,4,N
6022,0,0,0,0,0,0,0,166,0,0,0,0,0,0,18,0,0,0,5,N
6023,0,0,23000,2000,0,0,2000,1,0,0,0,0,0,0,27,10186,0,0,1,N
6024,0,0,60000,0,0,-916,1000,133,4592,0,0,1,0,0,49,0,3491,0,5,Y
6025,0,0,20000,1000,0,0,0,13433,2507,0,0,0,0,0,41,1000,65,0,2,N
6026,0,0,22000,0,16,-118,1000,3038,454,0,0,1,0,0,58,565,0,0,6,Y
6027,0,0,8000,0,0,-114,1000,1828,198,0,0,0,0,0,23,0,23,0,3,N
6028,0,0,26000,0,0,-18,1000,1962,2176,0,1,0,0,0,25,646,0,0,1,N
6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,28,4,1,N
6030,0,0,26000,0,0,-11,2000,13,2832,0,0,0,0,0,44,0,55,0,3,N
6031,1,1,23000,0,0,-309,0,14,763,4000,1,0,0,1,40,0,1627,4,2,Y
6032,0,0,11000,0,0,-95,0,0,263,0,1,0,0,0,21,0,1175,4,4,Y
6033,0,0,7000,0,0,-11,0,103,91,0,0,0,0,0,23,3,0,0,1,N
6034,0,0,0,0,0,-24205,20000,361,14107,0,0,1,0,0,42,0,4037,0,4,Y
6035,0,1,23000,0,0,-211,1000,301,1261,0,0,0,0,0,37,285,0,0,9,Y
6036,0,0,41000,0,0,-60,3000,4400,5715,0,0,0,0,0,31,414,5231,0,1,N
6037,0,0,94000,0,0,-58,4000,186,5986,0,0,0,0,0,19,0,9035,4,1,N
6038,0,0,98000,1000,0,-2,8000,7795,9441,5000,0,0,0,0,29,325,1019,0,3,N
6039,0,0,0,0,0,-14,0,830,437,0,0,0,0,0,32,14,743,0,9,N
6040,0,0,92000,0,0,0,29000,86167,2480,0,0,0,0,0,23,0,0,0,1,N
6041,0,0,24000,0,0,-8,3000,2586,444,0,0,0,0,0,26,0,99,3,2,N
6042,0,0,49000,1000,0,-143,4000,14297,2924,0,0,1,0,1,54,2754,17134,0,6,N
6043,0,0,15000,0,0,-83,0,82,1814,0,0,0,0,0,26,2,387,0,8,N
6044,0,0,32000,0,0,-13,6000,18458,1643,12000,0,0,0,0,26,929,0,0,1,N
6045,0,0,55000,3000,0,-3,7000,200,1982,0,0,1,0,0,40,0,1444,0,7,N
6046,0,0,16000,0,0,-17,1000,989,2305,0,0,0,0,0,20,0,0,4,1,N
6047,0,0,15000,0,0,-92,0,338,1222,0,0,0,0,0,36,0,440,0,7,Y
6048,0,0,41000,1000,0,-368,0,15,1730,0,1,0,0,0,39,0,9270,0,5,N
6049,0,0,0,0,0,-541,0,93,4174,0,0,1,0,0,69,270,9267,0,3,Y
6050,0,0,1000,0,0,-5,0,15,342,0,1,0,0,0,19,0,805,4,5,Y
6051,0,0,553000,0,0,0,5000,18348,15381,0,0,0,0,0,30,0,0,0,2,N
6052,0,0,36000,0,0,0,3000,0,1875,0,0,0,0,0,63,0,1524,0,9,N
6053,0,0,0,0,0,0,0,40,0,0,0,0,0,0,18,0,0,4,2,N
6054,0,0,0,0,0,0,-8000,631,0,1000,0,0,0,0,46,7,0,0,5,N
6055,0,0,28000,0,0,-295,0,1176,1312,0,0,0,0,0,26,0,2258,0,7,Y
6056,0,0,30000,0,0,-34,1000,1716,7109,0,0,0,0,0,24,0,0,0,4,N
6057,0,0,24000,0,0,-1,2000,2080,659,0,0,0,0,0,44,0,3678,0,4,N
6058,0,0,33000,0,0,-5,4000,7859,297,0,0,0,0,0,52,6,620,0,1,N
6059,0,0,22000,1000,1,-194,2000,2932,13,0,0,1,0,0,39,4,47,1,6,Y
6060,0,0,49000,0,50,-231,0,51,2880,0,1,0,0,0,39,75,8476,0,9,Y
6061,1,1,9000,0,0,-52,-2000,337,3223,0,0,0,0,0,21,166,0,4,1,N
6062,0,0,46000,0,0,-410,0,672,1720,0,1,0,0,0,64,0,8358,0,5,Y
6063,0,0,31000,1000,0,-11,0,3423,756,0,0,0,0,0,37,0,0,0,7,N
6064,0,0,84000,0,0,-1446,-5000,139,6744,5000,1,1,0,0,45,5,7566,0,9,Y
6065,0,0,33000,0,0,0,5000,4656,1992,0,0,0,0,0,26,0,6374,0,1,N
6066,0,0,16000,0,0,-23,-1000,1584,87,1000,0,0,0,0,24,54,1568,0,1,N
6067,0,0,13000,0,0,-14,0,798,667,0,0,0,0,0,24,0,0,0,8,Y
6068,0,0,0,0,0,-27309,13000,20600,2366,0,0,1,0,0,24,0,0,0,7,Y
6069,0,0,98000,0,0,-39,7000,36,5529,0,0,0,0,0,45,0,9941,1,4,N
6070,0,0,1000,2000,809,-1,1000,8936,71,0,0,0,0,0,50,13710,0,0,5,N
6071,0,0,7000,0,0,-49,0,830,572,0,0,0,0,0,19,0,139,4,6,Y
6072,0,0,0,0,0,-17,17000,0,9540,13000,0,1,0,0,37,1846,12388,0,4,N
6073,0,0,18000,0,4,-126,0,170,1650,0,1,0,0,0,27,460,0,1,1,N
6074,0,0,33000,2000,680,-16,5000,14754,1267,0,0,0,0,0,36,0,35,0,4,N
6075,0,0,175000,0,0,-1142,0,1462,40435,0,0,1,0,0,27,0,33294,0,8,Y
6076,0,0,0,7000,0,-1,6000,11,1583,0,0,1,0,0,60,400,1210,4,7,N
6077,0,0,23000,0,0,0,0,1978,1235,0,0,1,0,0,56,814,2438,0,2,N
6078,0,0,83000,0,2,-1737,2000,2707,2156,2000,0,1,0,0,32,1910,0,0,8,Y
6079,0,0,37000,1000,0,0,3000,9249,0,0,0,0,0,0,30,0,2877,1,5,N
6080,0,0,0,0,0,0,3000,4842,2655,0,0,0,0,0,21,767,2127,4,7,N
6081,0,0,2000,0,0,-13,0,128,27,0,0,0,0,0,18,27,13,0,4,N
6082,0,0,59000,0,0,-74,0,168,1016,0,1,0,0,0,31,0,0,0,5,Y
6083,0,0,0,0,0,0,0,267,16,0,0,0,0,0,19,0,0,4,7,N
6084,0,0,119000,3000,0,-45,3000,357,13,0,1,0,0,0,28,113,212,0,1,N
6085,0,0,11000,0,0,-5,0,276,486,0,0,0,0,0,39,0,290,0,7,N
6086,0,0,3000,0,0,0,0,336,89,0,0,0,0,0,19,30,0,0,7,N
6087,0,0,98000,0,0,-1,0,6377,1325,0,0,0,0,0,35,0,0,0,2,N
6088,0,0,26000,0,0,-22,9000,5311,226,0,0,0,0,0,39,0,0,1,1,N
6089,0,0,15000,0,0,-4,0,1762,503,0,0,0,0,0,42,0,359,0,1,N
6090,0,0,88000,0,0,-8,2000,0,8022,0,1,0,0,0,19,0,0,4,2,N
6091,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19,0,0,4,1,N
6092,1,1,41000,0,0,-764,-3000,714,5184,0,1,0,0,0,55,1237,7889,1,4,Y
6093,0,0,161000,10000,0,-675,3000,5086,5063,0,0,0,0,0,28,0,29888,2,6,N
6094,0,0,37000,0,0,-140,1000,2408,4566,0,0,1,0,0,41,1110,364,0,7,Y
6095,0,0,24000,0,1,-27,0,2719,656,0,0,1,0,0,56,0,5365,0,1,N
6096,0,0,32000,0,0,-13,4000,4089,1012,0,0,0,0,0,59,0,0,0,4,N
